,acousticness,dance,duration,energy,instrumentalness,key,liveness,loudness,mode,playlist,song,speech,tempo,time,valence
0,0.694,0.585,240166,0.303,0.0,4,0.115,-10.058,1,45UoCqtVh2BR1HteUkmRje,05pKAafT85jeeNhZ6kq7HT,0.0398,136.703,3,0.142
1,0.142,0.773,210667,0.525,0.000222,11,0.221,-11.398,1,45UoCqtVh2BR1HteUkmRje,09pYzzyrc6MsJXuG3K1ruC,0.0385,119.024,4,0.616
2,0.0824,0.472,217000,0.373,0.0,10,0.0915,-9.54,1,45UoCqtVh2BR1HteUkmRje,09xf9RNDZweJOgQmPO34ey,0.028,149.804,4,0.337
3,0.697,0.547,247253,0.39,1.46e-05,7,0.0618,-5.946,1,45UoCqtVh2BR1HteUkmRje,0AZU3CiFFyt5pO5BacwNQV,0.0271,128.728,4,0.477
4,0.544,0.643,244600,0.569,2.17e-05,7,0.178,-7.459,1,45UoCqtVh2BR1HteUkmRje,0B5KeB25moPkcQUnbDvj3t,0.0276,120.507,4,0.275
5,0.938,0.724,151297,0.184,8.23e-05,11,0.11,-11.416,1,45UoCqtVh2BR1HteUkmRje,0BsZR0aM6fpH03HzetXuWK,0.0317,112.044,3,0.252
6,0.648,0.45,287307,0.658,3.14e-06,2,0.264,-7.064,1,45UoCqtVh2BR1HteUkmRje,0EMmVUYs9ZZRHtlADB88uz,0.0472,106.799,4,0.781
7,0.726,0.349,246587,0.348,0.0,3,0.12,-6.142,1,45UoCqtVh2BR1HteUkmRje,0HZhYMZOcUzZKSFwPOti6m,0.0316,74.541,4,0.0886
8,0.145,0.675,229813,0.792,0.0,1,0.12,-6.303,1,45UoCqtVh2BR1HteUkmRje,0HnaqUxvHP5LaWdmWwJpiS,0.0368,120.016,4,0.395
9,0.296,0.623,191360,0.417,0.0,0,0.135,-8.699,1,45UoCqtVh2BR1HteUkmRje,0IktbUcnAGrvD03AWnz3Q8,0.0354,130.032,4,0.721
10,0.405,0.373,234387,0.367,0.0,9,0.119,-8.075,0,45UoCqtVh2BR1HteUkmRje,0InJPuWIYp8fwlBGIQglLf,0.0277,77.285,4,0.165
11,0.869,0.629,220907,0.254,0.0,0,0.0904,-9.635,1,45UoCqtVh2BR1HteUkmRje,0IpMEZdKu7FB5KOpNEg8x3,0.0687,96.189,4,0.457
12,0.762,0.339,236547,0.249,1.08e-05,5,0.146,-13.669,1,45UoCqtVh2BR1HteUkmRje,0JX3yxNjNW4O6zAqUpow5t,0.0296,94.874,4,0.159
13,0.0124,0.738,193827,0.937,0.00206,9,0.0338,-7.788,0,45UoCqtVh2BR1HteUkmRje,0Jg602cHeMCnPez9baacIe,0.0668,131.994,4,0.614
14,0.663,0.485,258000,0.307,4.13e-05,1,0.123,-13.129,1,45UoCqtVh2BR1HteUkmRje,0JhILyKbyQnhAo6FHSSIRA,0.0565,80.171,4,0.132
15,0.0647,0.575,244667,0.886,0.000187,5,0.709,-5.182,1,45UoCqtVh2BR1HteUkmRje,0KDaN0HL3TcJVTbXlQCEsS,0.034,96.308,4,0.608
16,0.23,0.736,208104,0.411,0.0,7,0.0668,-6.705,1,45UoCqtVh2BR1HteUkmRje,0KeK6xqEcTT1VWhHf5iw2d,0.0299,94.998,4,0.798
17,0.217,0.675,216667,0.885,0.0,1,0.086,-4.432,0,45UoCqtVh2BR1HteUkmRje,0KpfYajJVVGgQ32Dby7e9i,0.0436,97.03,4,0.768
18,0.694,0.522,338093,0.44,0.0,5,0.117,-7.337,1,45UoCqtVh2BR1HteUkmRje,0NevhuDSxk4sz0xe8UprRd,0.0268,119.866,4,0.183
19,0.0992,0.547,266307,0.752,0.0945,9,0.0896,-5.153,1,45UoCqtVh2BR1HteUkmRje,0OVcoOK5WVvE6D9CXkopa9,0.0274,150.002,4,0.716
20,0.0503,0.852,227547,0.604,0.0,0,0.327,-4.569,1,45UoCqtVh2BR1HteUkmRje,0OaunKfsxkgBvPv68jBbmm,0.0642,94.762,4,0.667
21,0.428,0.743,195397,0.389,2.55e-06,10,0.113,-9.616,1,45UoCqtVh2BR1HteUkmRje,0OxrVxhY4wkruSvnPqAKPl,0.0317,86.036,4,0.56
22,0.704,0.358,241763,0.275,1.04e-06,5,0.11,-8.324,0,45UoCqtVh2BR1HteUkmRje,0T4t1PywlNmJGcveGH5spB,0.0277,103.581,4,0.117
23,0.785,0.531,180720,0.157,0.0,7,0.172,-14.553,1,45UoCqtVh2BR1HteUkmRje,0TxdiLKO16C997eDNxHrwY,0.0493,68.964,4,0.347
24,0.308,0.696,246880,0.543,0.0,11,0.0939,-6.164,1,45UoCqtVh2BR1HteUkmRje,0VhgEqMTNZwYL1ARDLLNCX,0.0489,107.969,4,0.479
25,0.623,0.674,218105,0.536,4.11e-06,1,0.223,-7.288,0,45UoCqtVh2BR1HteUkmRje,0Vw4d2AWvIb33V3zp8ID4q,0.0345,143.975,4,0.673
26,0.794,0.685,163133,0.466,2.06e-06,0,0.0915,-9.074,1,45UoCqtVh2BR1HteUkmRje,0W4Kpfp1w2xkY3PrV714B7,0.0304,79.936,4,0.353
27,0.295,0.512,154435,0.304,0.000622,0,0.118,-9.19,1,45UoCqtVh2BR1HteUkmRje,0ZPfDxZn5O0L84wvPSN2iG,0.0318,126.078,5,0.172
28,0.152,0.677,236853,0.497,0.0,5,0.0911,-5.763,1,45UoCqtVh2BR1HteUkmRje,0Zbbxnx4SGGHoIow4PpISP,0.0809,99.137,4,0.419
29,0.634,0.566,241693,0.664,0.0,4,0.116,-5.303,0,45UoCqtVh2BR1HteUkmRje,0aOluBqXYd0rFSCsgDyAWX,0.0464,128.945,4,0.437
30,0.106,0.477,292560,0.606,5.89e-06,0,0.143,-6.758,1,45UoCqtVh2BR1HteUkmRje,0cc9lgdfHqeS8t9BzbFFmj,0.0253,75.183,4,0.515
31,0.554,0.453,239317,0.496,2.65e-05,5,0.0772,-5.785,1,45UoCqtVh2BR1HteUkmRje,0fioLzGM8ngbD1w6fMmm45,0.0453,80.994,4,0.501
32,0.491,0.576,230267,0.39,0.0,10,0.111,-7.202,1,45UoCqtVh2BR1HteUkmRje,0jdny0dhgjUwoIp5GkqEaA,0.0297,73.433,4,0.319
33,0.448,0.599,233640,0.785,0.00336,3,0.151,-4.013,1,45UoCqtVh2BR1HteUkmRje,0mUyMawtxj1CJ76kn9gIZK,0.0309,140.046,4,0.52
34,0.932,0.612,213827,0.28,0.0,0,0.088,-8.648,1,45UoCqtVh2BR1HteUkmRje,0nJW01T7XtvILxQgC5J7Wh,0.0434,72.795,4,0.387
35,0.76,0.723,268867,0.489,0.0,9,0.11,-6.835,1,45UoCqtVh2BR1HteUkmRje,0owU9W5gPsJEcwAmMjzomy,0.0262,109.96,4,0.649
36,0.0285,0.573,230227,0.739,0.0,0,0.111,-5.74,1,45UoCqtVh2BR1HteUkmRje,0prNGof3XqfTvNDxHonvdK,0.129,97.085,4,0.451
37,0.594,0.664,196280,0.491,0.0,9,0.11,-6.544,1,45UoCqtVh2BR1HteUkmRje,0rFOs9paloAvEtzwDX1Kmc,0.042,127.97,4,0.24
38,0.805,0.398,253342,0.316,0.0,1,0.295,-7.031,1,45UoCqtVh2BR1HteUkmRje,0tV8pOpiNsKqUys0ilUcXz,0.0368,118.582,4,0.174
39,0.541,0.595,257947,0.497,5.04e-05,4,0.108,-5.013,1,45UoCqtVh2BR1HteUkmRje,0uG4W1mvsLHMrjOaxbrEqo,0.0245,140.013,4,0.289
40,0.552,0.477,342000,0.493,0.00345,9,0.102,-7.346,1,45UoCqtVh2BR1HteUkmRje,0urpBLpcm6DOGzs86rcKd8,0.0291,148.984,4,0.463
41,0.633,0.675,209493,0.479,1.76e-05,0,0.088,-9.87,0,45UoCqtVh2BR1HteUkmRje,0vg4WnUWvze6pBOJDTq99k,0.0278,81.998,4,0.454
42,0.883,0.472,240067,0.3,1.04e-05,7,0.0698,-10.807,1,45UoCqtVh2BR1HteUkmRje,0z9UVN8VBHJ9HdfYsOuuNf,0.028,144.317,4,0.289
43,0.847,0.522,282000,0.358,0.146,9,0.107,-9.214,1,45UoCqtVh2BR1HteUkmRje,108AjsNJYPMrZWecK7xNkF,0.03,137.66,4,0.105
44,0.209,0.563,267933,0.592,5.08e-05,9,0.132,-4.571,1,45UoCqtVh2BR1HteUkmRje,11bD1JtSjlIgKgZG2134DZ,0.0276,104.016,4,0.136
45,0.818,0.546,260533,0.311,1.65e-05,1,0.107,-10.396,1,45UoCqtVh2BR1HteUkmRje,13HVjjWUZFaWilh2QUJKsP,0.0288,147.464,4,0.246
46,0.0369,0.738,200560,0.861,0.0,11,0.0942,-5.916,1,45UoCqtVh2BR1HteUkmRje,19fm0eNKTeg1JbHCHwPhLe,0.0324,104.027,4,0.756
47,0.0196,0.484,274160,0.841,1.71e-06,7,0.148,-5.438,1,45UoCqtVh2BR1HteUkmRje,1A5V1sxyCLpKJezp75tUXn,0.0291,92.124,4,0.304
48,0.065,0.425,241293,0.889,0.0,10,0.345,-5.7,1,45UoCqtVh2BR1HteUkmRje,1BaGfrlIWinaF77p7QASBH,0.0802,162.596,4,0.644
49,0.171,0.618,300773,0.896,0.0,2,0.0875,-5.357,1,45UoCqtVh2BR1HteUkmRje,1Cwsd5xI8CajJz795oy4XF,0.0307,113.961,4,0.711
50,0.00577,0.706,259333,0.801,0.0,5,0.0822,-6.333,1,45UoCqtVh2BR1HteUkmRje,1D1nixOVWOxvNfWi0UD7VX,0.0399,100.013,4,0.63
51,0.609,0.881,184476,0.394,0.0,6,0.123,-7.835,1,45UoCqtVh2BR1HteUkmRje,1Ddj6nkhUP3lHpLvDqPsvC,0.059,106.009,4,0.915
52,0.595,0.686,242187,0.457,0.0,11,0.105,-8.322,1,45UoCqtVh2BR1HteUkmRje,1EzrEOXmMH3G43AXT1y7pA,0.0468,150.953,4,0.718
53,0.227,0.627,259347,0.488,1.22e-06,4,0.393,-11.35,1,45UoCqtVh2BR1HteUkmRje,1GI4B57ToEI5e1Kh4bD75t,0.0552,77.975,4,0.455
54,0.607,0.614,258987,0.379,0.000464,4,0.0986,-10.48,1,45UoCqtVh2BR1HteUkmRje,1HNkqx9Ahdgi1Ixy2xkKkL,0.0476,107.989,4,0.201
55,0.75,0.496,271654,0.246,1.54e-06,2,0.132,-9.882,1,45UoCqtVh2BR1HteUkmRje,1HT7YpdOHJJBHLOdJMuksc,0.0267,149.977,4,0.23
56,0.697,0.53,241347,0.346,1.07e-05,8,0.105,-10.497,1,45UoCqtVh2BR1HteUkmRje,1HbcclMpw0q2WDWpdGCKdS,0.0376,121.876,4,0.359
57,0.435,0.487,272427,0.559,3.81e-06,2,0.272,-5.587,1,45UoCqtVh2BR1HteUkmRje,1ItNgENqAjtJUnCEVr4VBG,0.0299,88.657,4,0.26
58,0.101,0.768,173027,0.864,0.0,11,0.162,-6.145,1,45UoCqtVh2BR1HteUkmRje,1Je1IMUlBXcx1Fz0WE7oPT,0.0324,110.008,4,0.891
59,0.546,0.352,274200,0.45,0.127,5,0.283,-9.881,1,45UoCqtVh2BR1HteUkmRje,1JxNWpK9xTWKRPoYTIX4Qk,0.0293,86.937,4,0.114
60,0.83,0.581,329865,0.443,0.00679,5,0.107,-8.678,1,45UoCqtVh2BR1HteUkmRje,1MDVXlgY8Of2n2otw57hw0,0.0357,76.845,4,0.446
61,0.861,0.624,226493,0.28,1.51e-06,2,0.116,-10.415,1,45UoCqtVh2BR1HteUkmRje,1NarGDteHRuDA9OfGyQ2MG,0.029,105.087,4,0.288
62,0.348,0.591,208107,0.718,0.000118,8,0.107,-6.025,1,45UoCqtVh2BR1HteUkmRje,1NrJYpdAi7uosDRPmSYrsG,0.0368,117.995,4,0.468
63,0.851,0.512,178355,0.245,0.0,2,0.131,-8.828,0,45UoCqtVh2BR1HteUkmRje,1OozJMmjaGAgX8WPTTMpcG,0.0338,93.971,4,0.266
64,0.102,0.537,224813,0.485,3.83e-06,2,0.319,-8.131,1,45UoCqtVh2BR1HteUkmRje,1OwHOfTeJkdRhdqq93y2XV,0.0332,152.012,4,0.293
65,0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,45UoCqtVh2BR1HteUkmRje,1QUpqu8865jfasDr8M3IKN,0.0267,139.028,3,0.161
66,0.713,0.623,218427,0.439,0.0,9,0.0905,-7.737,1,45UoCqtVh2BR1HteUkmRje,1SaQZoFXNu7ZAxxKImzFgf,0.0294,122.862,4,0.695
67,0.763,0.722,268867,0.488,0.0,9,0.109,-6.807,1,45UoCqtVh2BR1HteUkmRje,1V1CnaPBqtzQ4TBVbrnwtV,0.0265,109.955,4,0.628
68,0.669,0.642,258373,0.289,0.0,9,0.18,-9.918,1,45UoCqtVh2BR1HteUkmRje,1VdZ0vKfR5jneCmWIUAMxK,0.0367,84.996,4,0.407
69,0.962,0.47,246896,0.271,0.0,8,0.106,-8.335,1,45UoCqtVh2BR1HteUkmRje,1X6kxrjWVWiKMqulM8XZpj,0.0392,129.623,4,0.388
70,0.905,0.498,234915,0.203,9.94e-05,8,0.146,-11.577,1,45UoCqtVh2BR1HteUkmRje,1XS3uiCzUK6TtPI6qrRqOD,0.0297,65.827,4,0.358
71,0.155,0.5,240440,0.74,5.64e-06,10,0.0858,-3.317,1,45UoCqtVh2BR1HteUkmRje,1YkV2y6QU4zya9sonV0m8R,0.0398,123.45,4,0.332
72,0.949,0.652,221325,0.188,2.43e-05,5,0.102,-11.136,1,45UoCqtVh2BR1HteUkmRje,1a57spRtwg2zOdHGkf9nNB,0.0353,110.897,3,0.331
73,0.96,0.698,201526,0.243,0.0906,11,0.112,-11.103,1,45UoCqtVh2BR1HteUkmRje,1aQvJszF1Oo19OmL8cJ6No,0.033,82.037,4,0.485
74,0.858,0.527,177297,0.322,0.000229,4,0.111,-9.754,1,45UoCqtVh2BR1HteUkmRje,1aRcBsBGPjqNGXRPyEH6Ua,0.0275,82.865,4,0.285
75,0.476,0.792,219453,0.635,0.000648,6,0.218,-6.776,0,45UoCqtVh2BR1HteUkmRje,1artwGqCjSKoPo1k8IK4ES,0.0678,111.989,4,0.841
76,0.779,0.587,259550,0.299,0.0,8,0.123,-7.365,1,45UoCqtVh2BR1HteUkmRje,1bhUWB0zJMIKr9yVPrkEuI,0.0263,94.992,3,0.356
77,0.246,0.566,284947,0.417,0.000945,7,0.11,-8.711,1,45UoCqtVh2BR1HteUkmRje,1dDXZDCgyvioujRUDfKxCr,0.0247,139.987,4,0.205
78,0.0649,0.663,257280,0.712,0.0,1,0.119,-4.945,0,45UoCqtVh2BR1HteUkmRje,1fh2TfUOtOoXEE8qQynYEC,0.0381,122.014,4,0.48
79,0.609,0.821,245400,0.241,0.0,9,0.0982,-9.881,1,45UoCqtVh2BR1HteUkmRje,1i9iliTpiPLizleapSg37I,0.0388,93.024,4,0.487
80,0.253,0.258,250267,0.659,0.0,5,0.111,-5.903,0,45UoCqtVh2BR1HteUkmRje,1ip2IGDWMrUmlaepEbWlL8,0.0596,189.558,4,0.272
81,0.0868,0.412,250053,0.619,2.55e-06,7,0.4,-6.39,1,45UoCqtVh2BR1HteUkmRje,1ipE3bBLWeLkIvxWUaxpSu,0.0725,95.977,4,0.234
82,0.441,0.26,285533,0.478,0.0,4,0.116,-7.742,1,45UoCqtVh2BR1HteUkmRje,1jE4OnAH6mcWUusKUacrQj,0.0349,198.391,4,0.278
83,0.941,0.485,187060,0.109,0.000587,7,0.118,-16.847,1,45UoCqtVh2BR1HteUkmRje,1jfSFnKn0iYhxI0gGEdjFZ,0.0317,131.071,4,0.214
84,0.421,0.38,189333,0.553,2.63e-06,7,0.0788,-6.621,1,45UoCqtVh2BR1HteUkmRje,1lntL1cI2UIWlxjL5QiN8g,0.0653,179.629,4,0.384
85,0.346,0.778,242733,0.547,0.000302,2,0.132,-7.273,1,45UoCqtVh2BR1HteUkmRje,1mKXFLRA179hdOWQBwUk9e,0.0489,95.002,4,0.441
86,0.934,0.313,208504,0.286,0.0451,10,0.0974,-10.593,1,45UoCqtVh2BR1HteUkmRje,1mvfvDZOybiEgS1ecJxt9W,0.0324,80.925,4,0.287
87,0.952,0.379,201080,0.29,0.00106,4,0.118,-8.485,1,45UoCqtVh2BR1HteUkmRje,1oBDaufG8Arkz3t52UbiQi,0.051,166.467,4,0.169
88,0.271,0.547,262467,0.559,5.64e-05,9,0.154,-8.528,0,45UoCqtVh2BR1HteUkmRje,1qLVXyGMKxRr0cAjqC2N8U,0.026,149.932,4,0.223
89,0.95,0.688,203267,0.296,0.000166,2,0.115,-11.064,1,45UoCqtVh2BR1HteUkmRje,1qXDjWPzxa02VClFJmu6nx,0.0872,89.091,4,0.478
90,0.822,0.609,229840,0.442,0.000225,9,0.101,-6.628,1,45UoCqtVh2BR1HteUkmRje,1sDfnkQge4Nmkp8sgLgH1i,0.0269,138.134,3,0.247
91,0.879,0.409,219707,0.141,0.0,0,0.126,-10.092,1,45UoCqtVh2BR1HteUkmRje,1svU65QddvvLA0YY9mdiqF,0.0331,153.238,4,0.302
92,9.24e-05,0.547,239227,0.693,5.46e-05,0,0.113,-8.786,1,45UoCqtVh2BR1HteUkmRje,1t2Hq2WIBcZINOEnK6mdJG,0.0353,119.567,4,0.583
93,0.734,0.514,215933,0.178,0.0,5,0.119,-10.379,0,45UoCqtVh2BR1HteUkmRje,1tliDWvo1Ih3W3T55KLIcP,0.0301,146.904,3,0.391
94,0.737,0.364,213531,0.311,0.0,5,0.129,-6.937,1,45UoCqtVh2BR1HteUkmRje,1u85IxfmAJodCwTsFXwdGq,0.0323,199.53,1,0.345
95,0.0505,0.855,177466,0.587,0.00714,8,0.105,-4.589,1,45UoCqtVh2BR1HteUkmRje,1vxw6aYJls2oq3gW0DujAo,0.0336,111.97,4,0.64
96,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,45UoCqtVh2BR1HteUkmRje,1wjzFQodRWrPcQ0AnYnvQ9,0.253,91.97,4,0.419
97,0.446,0.521,239507,0.411,4.28e-05,9,0.161,-9.641,1,45UoCqtVh2BR1HteUkmRje,1yPmDkwWq9CqXjsiGM001g,0.0272,142.093,4,0.145
98,0.249,0.653,216533,0.677,0.0,0,0.403,-12.244,1,45UoCqtVh2BR1HteUkmRje,1ynmMEK1fkyiZ6Z6F3ThEt,0.0396,114.37,4,0.888
99,0.132,0.439,250707,0.489,0.000643,8,0.114,-6.286,1,45UoCqtVh2BR1HteUkmRje,1zVhMuH7agsRe6XkljIY4U,0.0368,143.808,4,0.253
100,0.744,0.574,172000,0.284,0.0,9,0.122,-12.841,1,45UoCqtVh2BR1HteUkmRje,224atdPauEbKCbcz7a2JwK,0.0558,120.542,4,0.507
101,0.632,0.632,226000,0.38,0.0,5,0.111,-8.989,1,45UoCqtVh2BR1HteUkmRje,22VwZbdu9oNkOtfGyWEUNh,0.0245,94.033,4,0.586
102,0.257,0.671,295893,0.373,7.95e-05,9,0.0481,-18.064,1,45UoCqtVh2BR1HteUkmRje,2374M0fQpWi3dLnB54qaLX,0.0323,92.717,4,0.732
103,0.612,0.705,231387,0.467,0.000253,5,0.114,-8.636,1,45UoCqtVh2BR1HteUkmRje,23K1DCCIlAmi97SWZhzZ0V,0.0442,86.003,4,0.779
104,0.765,0.653,205621,0.229,0.0,9,0.108,-11.198,1,45UoCqtVh2BR1HteUkmRje,23V8GLR7IHBzc4ipiT5Zl2,0.181,168.076,4,0.519
105,0.0151,0.637,220733,0.843,0.0,5,0.0876,-5.413,1,45UoCqtVh2BR1HteUkmRje,24lMtPOCzP5g4hrg3NklLa,0.0432,109.012,4,0.434
106,0.0021,0.774,197987,0.75,1.85e-05,11,0.0808,-4.927,0,45UoCqtVh2BR1HteUkmRje,27L8sESb3KR79asDUBu8nW,0.0413,118.015,4,0.925
107,0.0262,0.738,285014,0.483,0.616,6,0.106,-8.915,0,45UoCqtVh2BR1HteUkmRje,27jdUE1EYDSXZqhjuNxLem,0.0403,93.458,4,0.355
108,0.011,0.735,188174,0.423,0.0,0,0.0553,-6.652,1,45UoCqtVh2BR1HteUkmRje,27vTihlWXiz9f9lJM3XGVU,0.0459,85.899,4,0.85
109,0.00391,0.936,260867,0.76,3.39e-06,1,0.0394,-7.873,1,45UoCqtVh2BR1HteUkmRje,28yT0sZlkqStSByo1j58J4,0.282,128.479,4,0.657
110,0.00627,0.766,202627,0.873,0.0,11,0.0764,-6.381,0,45UoCqtVh2BR1HteUkmRje,2Cd9iWfcOpGDHLz6tVA3G4,0.143,126.988,4,0.743
111,0.488,0.367,229335,0.657,0.0,7,0.147,-5.707,1,45UoCqtVh2BR1HteUkmRje,2CzD2jGuJGIQmabkpp6rr9,0.0366,185.808,4,0.217
112,0.858,0.498,272091,0.316,0.0,0,0.107,-6.554,1,45UoCqtVh2BR1HteUkmRje,2DpTUvWek59Qh5WB5ES5jD,0.03,76.034,4,0.12
113,0.682,0.649,224768,0.43,1.35e-06,1,0.108,-7.266,0,45UoCqtVh2BR1HteUkmRje,2DwH8aLCCR47MJbDJeC002,0.0266,95.992,4,0.529
114,0.189,0.315,212027,0.55,0.00057,0,0.101,-5.649,1,45UoCqtVh2BR1HteUkmRje,2Ev8mNT9YHaUIELEKKf4ld,0.0289,69.241,4,0.333
115,0.732,0.671,196466,0.456,3.49e-06,9,0.0829,-8.313,1,45UoCqtVh2BR1HteUkmRje,2Kp3prE7jSyozQ2kT3Hiba,0.0943,141.737,4,0.388
116,0.0108,0.8,201840,0.894,0.437,6,0.0285,-7.346,0,45UoCqtVh2BR1HteUkmRje,2Ld2LehpgQNREMxl9LlIzm,0.04,138.48,4,0.967
117,0.676,0.661,231467,0.733,7.06e-05,8,0.16,-5.345,1,45UoCqtVh2BR1HteUkmRje,2MMFpdctgwEkUlfP3kyPDG,0.129,137.904,4,0.556
118,0.366,0.508,223044,0.534,0.0,0,0.126,-6.522,1,45UoCqtVh2BR1HteUkmRje,2NkbRmygVirMQFCjSkyY7Q,0.0376,153.61,4,0.222
119,0.0151,0.616,204467,0.83,7.44e-06,0,0.102,-4.757,1,45UoCqtVh2BR1HteUkmRje,2OpY5KKUvkYAkiY8FEG1Wi,0.034,115.01,4,0.732
120,0.27,0.583,233920,0.667,3.64e-05,3,0.167,-7.351,1,45UoCqtVh2BR1HteUkmRje,2Pwm2YtneLSWi7vyUpT5fs,0.029,140.028,4,0.53
121,0.00357,0.555,228879,0.729,0.0,7,0.209,-4.813,1,45UoCqtVh2BR1HteUkmRje,2RPNCUaDL2ixoY9wGpoJoQ,0.0387,129.003,4,0.369
122,0.0146,0.814,197773,0.955,0.283,1,0.218,-5.905,0,45UoCqtVh2BR1HteUkmRje,2RSOzvKUnfDDrb2nQPfpQU,0.0377,129.992,4,0.963
123,0.287,0.397,288813,0.446,0.00866,4,0.109,-7.411,1,45UoCqtVh2BR1HteUkmRje,2TfEBN9ZhOpTSvycL2oVHa,0.0248,170.541,4,0.199
124,0.634,0.506,162732,0.372,1.65e-06,1,0.099,-8.491,1,45UoCqtVh2BR1HteUkmRje,2VZ8vDGBVKW5shpP3ytWSz,0.0642,150.225,4,0.234
125,0.62,0.55,230061,0.656,1.36e-05,9,0.151,-7.771,1,45UoCqtVh2BR1HteUkmRje,2XnXZe1Bj00j2pIaZltxsc,0.0538,92.042,4,0.695
126,0.686,0.702,222250,0.307,1.05e-05,5,0.0844,-10.683,1,45UoCqtVh2BR1HteUkmRje,2YBKZDLTHfoqe7IUEe2z6n,0.0289,111.987,4,0.41
127,0.0433,0.496,296240,0.797,1.46e-05,2,0.155,-6.089,1,45UoCqtVh2BR1HteUkmRje,2Yg72UW2YSwIdb4WFeuupn,0.0375,175.974,4,0.376
128,0.4,0.63,225053,0.53,0.0,0,0.177,-7.259,1,45UoCqtVh2BR1HteUkmRje,2YlZnw2ikdb837oKMKjBkW,0.0434,108.038,3,0.417
129,0.0215,0.592,209227,0.792,0.0,0,0.159,-5.884,1,45UoCqtVh2BR1HteUkmRje,2ZQyksYO4zzhyHNcueL0CP,0.0335,121.001,4,0.293
130,0.446,0.712,240507,0.51,2.46e-05,8,0.112,-8.162,1,45UoCqtVh2BR1HteUkmRje,2Za1AlJNvksouPPWbXpR2X,0.0633,122.964,4,0.268
131,0.615,0.31,277920,0.269,0.00218,9,0.107,-9.282,1,45UoCqtVh2BR1HteUkmRje,2eFh9Q4XwYn5pChQGjqSay,0.0308,128.145,4,0.0724
132,0.00281,0.633,197124,0.976,1.29e-05,8,0.382,-5.362,1,45UoCqtVh2BR1HteUkmRje,2gOlrge3YTmYPwsCGgU62K,0.0519,142.027,4,0.493
133,0.723,0.786,257927,0.351,0.0,5,0.177,-4.909,1,45UoCqtVh2BR1HteUkmRje,2gOlrylXMzHa4Ie0aB9Pr8,0.0369,114.99,4,0.478
134,0.154,0.468,259933,0.64,0.0,0,0.154,-5.862,1,45UoCqtVh2BR1HteUkmRje,2hKdd3qO7cWr2Jo0Bcs0MA,0.0275,79.297,4,0.499
135,0.0577,0.565,231906,0.782,4.16e-05,8,0.0757,-6.413,1,45UoCqtVh2BR1HteUkmRje,2habSXqcJGExM6JJyskY7O,0.0506,140.004,4,0.4
136,0.167,0.739,215360,0.511,1.34e-06,9,0.133,-7.844,1,45UoCqtVh2BR1HteUkmRje,2nGFzvICaeEWjIrBrL2RAx,0.0362,96.038,4,0.542
137,0.271,0.307,236053,0.425,3.09e-05,11,0.11,-8.924,0,45UoCqtVh2BR1HteUkmRje,2nMeu6UenVvwUktBCpLMK9,0.0372,108.693,4,0.136
138,0.85,0.576,264310,0.25,0.0,9,0.141,-10.009,1,45UoCqtVh2BR1HteUkmRje,2qQWgoRehdNMeqzzexkqw0,0.0319,127.896,4,0.155
